SiduriMakorPitzul,MbNifkadGalKodem,Siduri,wave,s_seker,MishkalMb,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,m_SetachMigrashBayitprati,ShuviDira,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,AimMekura1,AlutBniya1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,Kivun1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,1,1717,3,2015,523.871051,0,0,0,0,0,0,0,0,0,0,0,9,7,2,1,1,,,2004,4,,,1,,,,,,,,,,,,,,,,2,2,4,3,2,1,390,,3,3,2,1,,,2,,0,2,1,4,5,,425000,3,2,2,,,1,,,,,,,,,,1,,,58,4,3,,,5,1,1,2,,1,2,,2,2,,,,,12650.75,142622.75
,1,1718,3,2015,773.1883676,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,,,,2000,,,,,,2,1,2,2,1,2,2,2,1,2,2,2,2,4,3,2,,,,3,4,4,,4,,1,1,0,2,2,2,4,,,4,2,1,2,3,,3,2,1,1,1,2,1,1,2,,,,80,4,99999998,,,4,2,1,3,,1,2,,,,,,,,9007.5,83795.5
,1,1719,3,2015,601.5713149,0,0,0,10000,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,3000,,,,,,,,,,,,,,,,,,2,4,5,1,2,,,3,3,3,,,,2,,0,2,1,3,5,,,4,,1,2,5,,2,,,,,,,,,,,,75,5,,,,4,2,1,2,,1,2,,,,,,,,14302.66667,126702.6667
,2,1721,3,2015,342.6048239,0,0,0,0,0,0,0,0,0,0,0,9,7,2,1,1,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,2,3,3,3,,2,1,1,5,0,2,2,3,4,,,3,1,1,2,3,,2,2,1,2,1,2,1,2,2,3,,,91,5,7,,2,4,1,,2,,2,2,,,,,,,,12163.33333,56563.33333
,1,1722,3,2015,2105.976822,33600,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,500000,99999998,1971,8,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,,2,4,3,,,,2,,2,2,2,3,3,,99999998,3,2,2,,,1,,,,,,,,,,1,,,90,4,4,,,8,1,,2,,2,2,,2,2,,,,,31264.5,64864.5
,2,1723,3,2015,715.9086813,0,0,0,0,0,30000,0,0,0,0,0,1,0,1,0,1,,,,,,6200,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,,3,3,3,,3,1,1,4,0,2,2,3,3,,,4,1,1,2,4,,2,2,1,2,1,2,2,1,2,,,,70,3,99999998,,,4,2,,2,,2,2,,,,,,,,0,78000
,1,1724,3,2015,555.9562233,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,1,,,2011,5,,,1,,,,,,,,,,,,,,,,2,2,4,3,1,1,10,,3,4,4,1,,,2,,0,2,2,2,5,,930000,1,,1,1,2,1,1,,,,,,,,,1,,,125,5,8,,,2,1,1,2,,1,2,,2,2,,,,,14854.33333,83254.33333
,1,1726,3,2015,348.6199443,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,1650,,,,,,,,,,,,,,,,,,2,1,3,2,,,,3,2,2,,,1,1,,0,2,2,1,2,,,4,1,2,,,,,,,,,,,,,,,,37,3,,,,8,2,1,2,,1,2,,,,,,,,42077.16667,75077.16667
,1,1727,3,2015,739.7645794,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,750,,,,99999998,,,1,,2,99999999,,,,,,,,,,,,1,1,3,3,1,,,,3,5,4,,,,4,,0,2,2,4,4,282000,,1,,1,,,,,,,,,,,,,2,1,,245,2,9,99999998,,7,1,2,1,,1,2,,2,2,,,,,37812.83333,409812.8333
,1,1728,3,2015,496.6023721,0,0,0,0,0,0,0,0,0,84000,0,5,3,2,1,1,,,2013,1,,,1,,,1,,,,,,,,,,,,,1,2,2,2,2,2,,,3,4,3,,,,2,,1,2,2,3,3,,1700020,1,2,2,2,3,1,3,,,,,,,,,1,,,118,3,5,,,4,1,2,2,,1,2,5,2,2,,,,,4655.333333,254976.7708
,1,1729,3,2015,579.9345555,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,,,,,,1300,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,,4,2,1,4,3,,2,,,,,,,,,,,,70,2,,,,4,2,,3,,2,2,,,,,,,,32605.83333,32605.83333
,1,1731,3,2015,441.2151794,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,1615000,2013,1,,,1,,,1,,,,,,,,,,,,,1,1,3,4,2,1,79,,3,4,4,1,,1,2,,1,2,1,3,4,,1615000,4,1,2,2,3,1,1,,,,,,,,,1,,,121,5,7,,,2,1,1,1,1,1,1,,2,2,2,1,2,2,2838.666667,372158.6667
,2,1735,3,2015,563.6775942,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,,,,,,1100,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,,3,3,3,,3,1,1,6,0,2,1,3,2,,,2,1,1,2,3,,2,2,1,2,2,2,2,2,2,,,,87,3,3,,,4,2,1,2,1,1,1,,,,2,1,2,1,55129.5,106729.5
,1,1736,3,2015,601.0609602,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,2009,6,,,1,,,1,,,,,,,,,,,,,1,2,4,4,2,2,,,3,4,4,,,1,3,,1,2,1,3,3,,900000,1,1,1,2,3,1,2,,,,,,,,,1,,,92,3,8,,,4,1,1,1,,1,2,3,2,2,,,,,80524.66667,142924.6667
,1,1737,3,2015,923.0064146,48000,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,3,,,,2,,0,2,2,3,4,,,3,2,1,2,3,,2,,,,,,,,,,,,80,3,,,,4,3,,2,2,2,1,,,,2,1,1,2,36638,84638
,2,1738,3,2015,565.1988828,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,,2000000,2014,3,,,1,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,,,2,3,5,5,,2,1,3,6,2,2,1,99999998,3,,1900000,3,1,1,4,10,1,4,2,1,2,1,2,2,2,2,1,,,180,3,8,,2,4,1,2,1,,1,2,,,,,,,,12680.91667,1316965.717
,1,1740,3,2015,601.3737162,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,,,2003,99999998,,,1,,,2,,,,,,,,,,,,,1,1,3,3,2,2,,,3,4,3,,,2,2,,1,2,1,99999998,3,,506000,3,1,2,3,10,2,2,,,,,,,,,1,,,144,3,8,,,4,1,,3,,2,2,3,2,2,,,,,15703.25,58102.25
,1,1744,3,2015,558.4516673,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,5800,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,4,4,,99999998,,1,4,1,2,2,2,2,,,4,2,2,4,8,,4,2,2,2,1,2,2,2,2,,,,90,5,5,,,4,2,2,2,,1,2,,,,,,,,1611.666667,349611.6667
,1,1745,3,2015,658.5872827,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,100,,1,4,3,1,,,2,,0,1,2,3,3,,,4,,2,,,,,,,,,,,,,,,,125,4,,,,5,6,1,2,,1,2,,,,,,,,20801.20833,122801.2083
,1,1746,3,2015,790.047267,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,4600,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,,,,3,4,4,,3,,2,6,1,2,2,3,3,,,4,2,1,2,3,,2,2,1,2,1,2,2,2,2,,,,100,2,6,,,4,2,1,2,,1,2,,,,,,,,6879,372879
,1,1747,3,2015,768.8208599,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,4000,,,,,,,,,,,,,,,,,,1,2,3,2,1,40,,3,4,2,1,,1,2,,1,2,1,2,3,,,3,1,2,3,5,,3,,,,,,,,,,,,100,1,,,,2,2,1,1,1,1,1,,,,2,1,2,2,0,167520
,1,1749,3,2015,423.7101355,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,2012,4,,,1,,,2,,,,,,,,,,,,,1,2,3,5,1,1,107,,3,5,4,2,,,3,,1,2,2,99999998,2,,1500000,1,,2,3,4,2,2,,,,,,,,,1,,,160,4,9,,,3,1,2,1,,1,2,3,2,2,,,,,5203.916667,407203.9167
,1,1750,3,2015,525.1252718,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,2003,1,,,1,,,2,,,,,,,,,,,,,1,2,4,5,1,2,,,3,5,3,,,,3,,0,2,2,3,3,,568000,1,,1,2,3,2,2,,,,,,,,,1,,,192,4,8,,,1,1,2,1,,1,2,,2,2,,,,,4463,268463
,1,1751,3,2015,783.7823441,0,0,0,0,0,0,0,0,0,120000,0,5,3,2,1,1,,,,,,5000,,,,,,,,,,,,,,,,,,2,3,3,2,,,,3,4,2,,,1,2,,0,2,2,3,3,,,3,1,1,,,,,,,,,,,,,,,,130,5,,,,8,2,2,2,,1,2,,,,,,,,4847.666667,472847.6667
,1,1752,3,2015,307.3384105,0,0,0,0,0,0,0,0,0,0,0,9,5,4,2,2,,,,,,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,2,4,5,1,1,100,2,3,5,5,1,4,,3,5,0,2,1,2,2,,,4,,1,,,,,2,1,2,1,2,2,2,2,,,,150,5,99999998,,2,5,3,2,1,,1,2,,,,,,,,10278.83333,185742.8333
,1,1753,3,2015,1622.288041,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,1980,99999998,,,7,,,,,,,,,,,,,,,,2,2,3,3,2,,,,3,3,3,,,,0,,0,2,2,3,2,,120000,4,2,2,3,4,1,4,,,,,,,,,1,,,70,3,4,,,4,1,1,2,,1,2,,2,2,,,,,18264,133053
,1,1754,3,2015,589.1983689,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,2,2,4,5,2,2,,,3,3,3,,,,2,,0,2,2,3,3,,,4,2,1,3,3,,2,,,,,,,,,,,,50,3,,,,4,3,,2,,2,2,,,,,,,,0,108000
,1,1755,3,2015,261.4364557,31200,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,2001,1,,,1,,,,,,,,,,,,,,,,2,2,3,5,2,2,,,3,5,5,,,1,2,,0,2,1,99999998,5,,60000,3,1,2,1,2,3,1,,,,,,,,,1,,,100,4,2,,,4,1,,2,4,2,1,,2,2,2,1,1,2,48246,79446
,1,1758,3,2015,590.1234773,0,0,0,0,0,0,0,0,0,0,400000,4,2,2,1,1,,2000000,2014,7,,,1,,,2,,2,1,2,2,2,2,2,2,2,1,99999998,1,1,1,2,1,1,45,2,3,5,4,1,3,,3,5,0,2,1,3,2,,2000000,1,,1,,,1,,2,1,2,2,2,1,2,2,1,,,155,4,9,,2,5,1,2,2,,1,2,,,,,,,,20813.16667,1385883.167
,1,1760,3,2015,586.8412278,0,0,0,0,0,8700,0,0,0,0,0,6,3,3,2,1,70,200000,1998,4,,,1,,,2,,,,,,,,,,,,,1,2,4,3,2,,,,3,4,3,,,1,1,,0,2,1,99999998,3,,70000,3,1,2,,,1,,,,,,,,,,1,,,70,3,6,,,8,1,1,3,,1,2,,2,2,,,,,3068,40568
,1,1762,3,2015,854.3060141,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,1988,8,,,2,,,,,,,,,,,,,,,,2,2,1,1,2,1,50,,3,5,5,2,,,1,,0,2,2,3,3,,85000,3,2,1,,,1,,,,,,,,,,1,,,120,5,4,,,6,1,1,2,1,1,1,,2,2,2,1,2,2,454.5,327862.5
,1,1763,3,2015,613.4834347,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,2,4,5,2,2,,,3,3,3,,,,2,,0,2,2,3,2,,,3,2,1,2,3,,2,,,,,,,,,,,,83,4,,,,4,3,2,2,,1,2,,,,,,,,3229.666667,447229.6667
,1,1766,3,2015,502.1706938,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,,1500000,,,,,,,,2,,,,,,,,,,,,,1,2,3,3,2,1,30,,3,4,3,1,,1,2,,0,2,1,4,4,,,3,1,1,,,,,,,,,,,,,,,,100,3,,,,5,1,2,2,,1,2,,,,,,,,17261.25,50861.25
,2,1767,3,2015,675.9071458,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,3500000,2013,11,,,1,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,2,3,4,3,,3,1,2,2,2,2,1,3,3,,3000000,3,1,2,4,11,1,4,2,1,2,1,2,2,2,2,1,,,97,3,9,,2,4,1,1,1,,1,2,,,,,,,,3040,203822
,1,1769,3,2015,441.2151794,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,2500000,2015,1,,,1,,,1,,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,280,2,3,5,4,1,3,,2,1,1,2,1,3,3,,2400000,1,,1,3,7,2,2,2,2,2,2,2,2,1,2,1,,,130,5,9,,2,2,1,2,1,,1,2,,,,,,,,3229.666667,759229.6667
,1,1770,3,2015,574.614016,0,0,0,0,0,0,6000,6000,0,0,0,5,3,2,1,1,,3400000,2014,10,,,1,,,1,,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,,,2,3,5,5,,3,1,3,5,0,1,2,2,2,,3150000,1,1,2,,,1,,2,2,2,2,2,2,2,2,1,,,200,5,7,,2,5,1,2,1,1,1,1,,,,2,1,2,2,4078.333333,724078.3333
,1,1771,3,2015,525.1252718,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,2008,3,,,1,,,2,,,,,,,,,,,,,1,2,4,5,2,2,,,3,4,4,,,1,2,,2,2,2,3,4,,670000,4,1,1,4,9,1,4,,,,,,,,,1,,,80,2,8,,,4,1,1,1,,1,2,3,2,2,,,,,4847.666667,178847.6667
,1,1774,3,2015,543.3988762,0,0,0,0,0,0,0,0,0,0,0,10,8,2,1,1,,,,,,1306,,,,,,,,,,,,,,,,,,2,2,2,2,,,,3,5,5,,,1,3,,0,2,2,3,4,,,3,1,2,,,,,,,,,,,,,,,,110,5,,,,8,2,2,2,,1,2,,,,,,,,13556,319039
,1,1775,3,2015,686.1478778,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,2003,12,,,1,,,2,,,,,,,,,,,,,1,1,3,3,1,1,80,,1,4,4,1,,,3,,0,2,1,3,2,,575000,3,,1,2,3,1,4,,,,,,,,,1,,,120,5,7,,,3,1,1,2,,1,2,3,2,2,,,,,3544.333333,202744.3333
,1,1778,3,2015,371.339747,0,0,0,0,0,0,0,0,0,48000,0,7,5,2,1,1,500,,,,99999998,,,2,1,,800000,,,,,,,,,,,,2,2,4,3,2,,,,3,4,3,,,1,2,,0,99999998,2,2,3,25000,,1,1,1,,,,,,,,,,,,,2,1,,150,5,9,2008,,8,1,1,2,,1,2,,2,2,,,,,13847.5,235198.5
,1,1779,3,2015,438.2264884,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,1,,,2005,3,,,1,,,3,,,,,,,,,,,,,1,2,1,1,2,2,,,3,4,4,,,1,2,,2,2,1,2,3,,835000,1,1,1,4,8,2,2,,,,,,,,,1,,,112,3,9,,,4,1,2,1,,1,2,3,2,2,,,,,4463,467224
,1,1780,3,2015,371.6506581,0,0,0,0,0,0,0,0,0,33600,0,2,0,2,1,1,,2000000,2012,12,,,1,,,,,,,,,,,,,,,,2,2,1,2,2,2,,,3,4,4,,,2,1,,0,2,2,3,3,,1500000,4,1,2,2,3,1,1,,,,,,,,,1,,,130,5,1,,,4,1,1,2,,1,2,,2,2,,,,,0,355600
,1,1781,3,2015,682.2821253,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,1,500,,,,8,,,1,1,,700000,,,,,,,,,,,,2,2,4,4,2,,,,3,5,5,,,,3,,0,2,2,99999998,4,250000,,3,2,2,,,,,,,,,,,,,2,1,,146,5,9,2007,,8,1,1,2,,1,2,,2,2,,,,,5806.666667,5806.666667
,2,1782,3,2015,680.7289626,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,65,99999998,2002,99999998,,,1,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,2,,,2,3,2,2,,3,,1,4,0,2,1,4,4,,40000,4,2,2,,,1,,2,1,2,2,2,2,2,2,1,,,65,3,8,,2,8,1,1,2,,1,2,,,,,,,,17439.75,125439.75
,1,1783,3,2015,810.7984364,0,0,0,0,0,0,0,0,0,30000,0,5,3,2,1,1,,,,,,4200,,,,,,,,,,,,,,,,,,2,1,2,2,2,,,3,5,5,,,1,3,,0,2,2,2,3,,,3,1,2,1,2,,2,,,,,,,,,,,,165,5,,,,3,2,2,1,1,1,1,,,,2,1,2,2,4655.333333,424997.6042
,2,1784,3,2015,560.3660963,0,0,0,0,0,0,0,0,0,0,0,11,9,2,1,1,,1600000,2012,9,,,1,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,,,2,3,5,4,,2,1,2,5,1,2,2,4,4,,1400000,3,1,1,4,9,1,2,2,1,1,1,2,2,2,2,1,,,108,5,9,,1,4,1,,1,,2,2,,,,,,,,11204,65204
,1,1786,3,2015,789.2966497,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,99999998,1993,12,,,2,,,1,,,,,,,,,,,,,1,1,4,5,2,2,,,3,5,5,,,,2,,1,2,2,3,5,,150000,1,2,2,2,6,2,1,,,,,,,,,1,,,116,3,6,,,4,1,,2,,2,2,,2,2,,,,,58365,58365
,1,1787,3,2015,652.4250377,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,3800000,,,,,,,,2,,,,,,,,,,,,,1,1,4,5,1,,,,3,5,2,,,,5,,0,2,2,1,4,,,4,,1,,,,,,,,,,,,,,,,200,3,,,,5,1,2,1,1,1,1,,,,2,1,2,2,3452.166667,249812.1667
,1,1788,3,2015,431.0693847,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,,,2007,99999998,,,2,,,,,,,,,,,,,,,,2,2,2,2,1,1,40,,3,4,2,1,,,2,,0,1,1,3,4,,135000,3,,2,2,5,1,2,,,,,,,,,1,,,127,4,7,,,4,1,2,1,1,1,1,,2,2,2,1,2,2,6955.666667,242155.6667
,1,1790,3,2015,614.8325186,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,3,,,1989,99999998,,,2,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,4,4,,,,2,,0,2,1,3,3,,130000,4,2,1,3,3,1,2,,,,,,,,,1,,,88,3,99999998,,,4,1,1,2,,1,2,1,2,2,,,,,30499.16667,84499.16667
,2,1792,3,2015,288.6152354,0,0,0,3500,0,0,300,2400,0,0,0,1,0,1,1,0,,,,,,,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,,,2,3,2,2,,3,,1,3,2,2,2,2,2,,,1,2,2,,,,,99999998,2,2,1,2,2,2,2,,,,47,2,9,,2,8,3,1,2,,1,2,,,,,,,,0,44700
,2,1793,3,2015,192.4955988,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,2,99999998,,,,99999998,,,,,3,,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,2,,,2,3,5,4,,4,1,1,5,0,2,2,3,5,,,3,1,2,,,,,1,1,2,1,2,1,2,2,2,3,99999998,147,1,6,1994,1,8,1,1,1,,1,2,,,,,,,,866.1666667,380833.1667
,1,1795,3,2015,859.838003,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,1,,,,,11,,,1,,,99999998,,,,,,,,,,,,2,2,4,3,2,1,250,,3,5,5,2,,,3,,0,2,2,3,4,36000,,3,2,2,,,,,,,,,,,,,2,1,,210,3,7,1995,,5,1,2,2,,1,2,,2,2,,,,,0,236280
,1,1796,3,2015,595.3180714,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,475,,,,99999998,,,2,2,2,100000,,,,,,,,,,,,1,2,4,5,1,,,,3,5,5,,,,3,,0,2,1,4,4,20000,,3,,1,,,,,,,,,,,,,2,1,,230,3,6,1990,,7,1,2,1,,1,2,,2,2,,,,,0,246000
,1,1797,3,2015,801.60148,28800,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,,,1983,9,,,,,,,,,,,,,,,,,,,2,2,4,5,2,2,,,3,3,3,,,,1,,0,2,2,5,4,,99999998,1,2,1,3,4,1,2,,,,,,,,,1,,,74,6,4,,,4,1,,2,1,2,1,,2,2,2,1,2,2,31015.5,59815.5
,1,1800,3,2015,517.9517455,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2100,,,,,,,,,,,,,,,,,,2,2,2,1,1,100,,3,2,2,1,,,1,,0,2,1,3,3,,,4,,1,,,,,,,,,,,,,,,,90,3,,,,6,2,1,2,,1,2,,,,,,,,0,114000
,1,1802,3,2015,640.9750861,0,0,0,0,0,5600,0,0,0,0,0,2,0,2,1,1,,,,,,3500,,,,,,,,,,,,,,,,,,2,1,3,2,2,,,3,3,3,,,,2,,1,2,2,3,3,,,3,2,1,4,9,,4,,,,,,,,,,,,65,4,,,,4,2,1,3,,1,2,,,,,,,,25064.14167,112364.1417
,2,1804,3,2015,698.5863903,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,2000,,,,2,,2,1,2,2,2,1,2,2,2,2,2,1,2,99999998,3,2,,,,3,2,2,,1,,1,4,2,1,2,99999998,3,,,,2,2,99999998,99999998,,4,2,1,2,2,2,2,2,2,,,,99999998,1,99999998,,,4,2,1,2,,1,2,,,,,,,,1919.166667,134873.1667
,1,1805,3,2015,395.4208763,60000,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,,,1970,99999998,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,2,1,,,,1,,0,2,2,3,3,,99999998,4,2,2,3,6,1,2,,,,,,,,,1,,,70,2,99999998,,,4,1,,2,,2,2,,2,2,,,,,31581,217429
,1,1806,3,2015,690.8803376,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,,,2000,8,,,2,,,1,,,,,,,,,,,,,1,1,2,2,1,1,100,,3,5,5,1,,,5,,0,1,1,3,3,,340000,4,,1,,,2,,,,,,,,,,1,,,220,5,8,,,5,1,2,1,1,1,1,,2,2,2,1,2,2,0,685649
,1,1808,3,2015,1581.389874,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,,,,,,1000,,,,,,,,,,,,,,,,,,2,4,5,2,2,,,3,3,2,,,,1,,0,2,2,2,5,,,2,2,2,2,2,,3,,,,,,,,,,,,60,6,,,,4,2,,3,,2,2,,,,,,,,10451.33333,29651.33333
,1,1809,3,2015,1214.322556,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,1,,,,,,1036.904,,,,,,,,,,,,,,,,,,2,3,3,2,2,,,3,1,1,,,,1,,0,2,2,5,5,,,3,2,2,3,1,,2,,,,,,,,,,,,35,1,,,,2,2,,3,,2,2,,,,,,,,3544.333333,51544.33333
,1,1811,3,2015,645.1398027,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,1,,,1992,6,,,2,,,1,,,,,,,,,,,,,1,2,1,2,2,1,100,,3,5,5,2,,1,2,,0,2,1,2,1,,99000,3,1,1,,,2,,,,,,,,,,1,,,126,3,6,,,5,1,3,2,,1,2,,2,2,,,,,3360,254620
,1,1814,3,2015,281.5500246,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,,,,3,2,2,,,,1,,0,2,1,3,2,,,,2,2,,,,,,,,,,,,,,,,99999998,4,,,,8,3,2,2,,1,2,,,,,,,,3544.333333,153544.3333
,2,1815,3,2015,586.306312,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,,,,,99999998,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,2,,2,3,4,4,,3,,2,1,0,2,1,4,3,,,3,,2,1,2,,2,2,2,2,1,2,2,2,2,2,3,,17,2,8,99999998,2,3,1,1,2,,1,2,,,,,,,,4713.333333,116513.3333
,1,1816,3,2015,279.2801289,0,0,0,45000,0,4200,0,0,0,0,0,3,2,1,0,1,,,,,,99999998,,,,,,,,,,,,,,,,,,2,2,5,2,2,,,3,1,1,,,,1,,0,2,2,2,3,,,4,2,2,1,2,,2,,,,,,,,,,,,50,1,,,,2,2,1,2,,1,2,,,,,,,,3099.333333,120867.3333
,1,1818,3,2015,586.306312,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,,,3,4,3,,,,2,,0,2,2,99999998,3,,,4,,2,1,3,,1,,,,,,,,,,,,170,2,,,,1,3,1,2,,1,2,,,,,,,,6728.333333,99246.33333
,1,1819,3,2015,649.870324,0,0,0,0,0,0,0,0,0,0,0,9,3,6,2,4,,,1981,2,,,7,,,2,,,,,,,,,,,,,1,2,4,5,2,2,,,3,5,5,,,,3,,0,2,2,4,5,,1250000,3,2,2,1,2,3,1,,,,,,,,,1,,,160,3,5,,,4,1,1,2,,1,2,,2,2,,,,,16486.66667,104410.1042
,1,1820,3,2015,987.182236,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,1700000,2006,8,,,1,,,1,,,,,,,,,,,,,1,1,3,3,2,2,,,3,4,3,,,1,2,,3,2,2,3,3,,1000000,1,1,1,5,18,2,4,,,,,,,,,1,,,99,2,9,,,4,1,1,2,,1,2,,2,2,,,,,0,258000
,2,1823,3,2015,720.7731015,0,0,0,0,0,0,0,0,0,0,0,7,0,7,5,2,,99999998,,,3,,,,,,99999998,2,2,1,2,1,2,2,2,2,1,2,2,2,4,5,2,,,2,3,3,3,,1,1,2,6,0,2,2,99999998,4,99999998,,4,1,2,1,1,,1,1,2,1,1,2,1,2,2,2,1,,112,2,5,1987,2,4,1,1,3,,1,2,,,,,,,,18264,198703
